"bid","site","treatment","date","time","plant_species","poll_species","poll_genus","poll_simple","pollinia","corbs","milk_in","vetch","milk_out","galium"
"B89","gf1","control",2019-07-03,"13:10:00","milkweed","Apis mellifera","Apis","Apis",4,0,169,7,302,0.2
"B9","gf1","control",2019-06-27,"11:00:00","milkweed","Danaus plexippus","Danaus","Lepidoptera",0,0,NA,NA,NA,NA
"B91","gf1","damage",2019-07-03,"14:30:00","milkweed","Apis mellifera","Apis","Apis",9,0,267,0,469,0.15
"B92","gf1","damage",2019-07-03,"14:30:00","milkweed","Apis mellifera","Apis","Apis",11,0,267,0,469,0.15
"B93","gf1","damage",2019-07-03,"14:30:00","milkweed","Other Insect","Other Insect","Other Insect",NA,NA,267,0,469,0.15
"B94","gf1","damage",2019-07-03,"14:30:00","milkweed","Apis mellifera","Apis","Apis",2,0,267,0,469,0.15
"B95","gf1","damage",2019-07-03,"14:30:00","milkweed","Apis mellifera","Apis","Apis",4,0,267,0,469,0.15
"B96","gf1","damage",2019-07-03,"14:30:00","milkweed","Apis mellifera","Apis","Apis",11,0,267,0,469,0.15
"B97","gf1","damage",2019-07-03,"14:30:00","milkweed","Apis mellifera","Apis","Apis",3,0,267,0,469,0.15
"B98","gf1","damage",2019-07-03,"14:30:00","milkweed","Apis mellifera","Apis","Apis",4,0,267,0,469,0.15
"B99","gf1","damage",2019-07-03,"14:30:00","milkweed","Apis mellifera","Apis","Apis",3,0,267,0,469,0.15
"C10","gf1","control",2019-06-27,"12:25:00","milkweed","Apis mellifera","Apis","Apis",17,0,NA,NA,NA,NA
"C100","gf3","control",2019-07-08,"10:44:00","milkweed","Apis mellifera","Apis","Apis",1,0,214,58,202,0.05
"C101","gf3","damage",2019-07-08,"12:06:00","milkweed","Apis mellifera","Apis","Apis",4,0,68,26,321,0.05
"C102","gf3","damage",2019-07-08,"12:06:00","milkweed","Apis mellifera","Apis","Apis",11,0,68,26,321,0.05
"C103","gf3","damage",2019-07-08,"12:06:00","milkweed","Apis mellifera","Apis","Apis",7,0,68,26,321,0.05
"C104","gf3","control",2019-07-09,"09:30:00","milkweed","Apis mellifera","Apis","Apis",0,0,200,50,172,0.05
"C105","gf3","damage",2019-07-09,"10:10:00","milkweed","Apis mellifera","Apis","Apis",4,0,66,24,287,0.05
"C106","gf3","damage",2019-07-09,"10:10:00","milkweed","Apis mellifera","Apis","Apis",2,0,66,24,287,0.05
"C107","gf3","damage",2019-07-09,"10:10:00","milkweed","Apis mellifera","Apis","Apis",3,0,66,24,287,0.05
"C108","gf3","damage",2019-07-09,"10:10:00","milkweed","Other Insect","Other Insect","Other Insect",NA,NA,66,24,287,0.05
"C11","gf1","control",2019-06-27,"12:25:00","milkweed","Apis mellifera","Apis","Apis",26,0,NA,NA,NA,NA
"C12","gf1","control",2019-06-27,"12:25:00","milkweed","Lepidoptera","Lepidoptera","Lepidoptera",0,0,NA,NA,NA,NA
"C13","gf1","control",2019-06-27,"12:25:00","milkweed","Diptera","Diptera","Diptera",9,0,NA,NA,NA,NA
"C14","gf1","control",2019-06-27,"12:25:00","milkweed","Apis mellifera","Apis","Apis",12,0,NA,NA,NA,NA
"C15","gf1","control",2019-06-27,"12:25:00","milkweed","Diptera","Diptera","Diptera",7,0,NA,NA,NA,NA
"C22","gf3","control",2019-07-01,"09:18:00","milkweed","Apis mellifera","Apis","Apis",7,0,236,25,314,0.4
"C26","gf3","damage",2019-07-01,"10:15:00","milkweed","Apis mellifera","Apis","Apis",4,0,57,17,272,0.2
"C31","gf3","control",2019-07-01,"10:58:00","milkweed","Apis mellifera","Apis","Apis",4,0,236,25,314,0.4
"C32","gf3","control",2019-07-01,"10:58:00","milkweed","Apis mellifera","Apis","Apis",9,0,236,25,314,0.4
"C36","gf3","damage",2019-07-01,"12:19:00","milkweed","Apis mellifera","Apis","Apis",11,0,57,17,272,0.2
"C37","gf3","damage",2019-07-01,"12:19:00","milkweed","Apis mellifera","Apis","Apis",8,0,57,17,272,0.2
"C4","gf1","damage",2019-06-27,"11:00:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,NA,NA,NA,NA
"C40","gf3","control",2019-07-01,"14:00:00","milkweed","Apis mellifera","Apis","Apis",3,0,236,25,314,0.4
"C41","gf3","control",2019-07-01,"14:00:00","milkweed","Apis mellifera","Apis","Apis",2,0,236,25,314,0.4
"C42","gf3","control",2019-07-01,"14:00:00","milkweed","Apis mellifera","Apis","Apis",3,0,236,25,314,0.4
"C43","gf3","control",2019-07-01,"14:00:00","milkweed","Apis mellifera","Apis","Apis",3,0,236,25,314,0.4
"C44","gf3","control",2019-07-01,"14:00:00","milkweed","Apis mellifera","Apis","Apis",9,0,236,25,314,0.4
"C45","gf3","control",2019-07-01,"14:00:00","milkweed","Apis mellifera","Apis","Apis",6,0,236,25,314,0.4
"C46","gf3","control",2019-07-01,"14:00:00","milkweed","Apis mellifera","Apis","Apis",3,0,236,25,314,0.4
"C47","gf3","damage",2019-07-01,"14:00:00","milkweed","Other Insect","Other Insect","Other Insect",NA,NA,57,17,272,0.2
"C48","gf4","damage",2019-07-02,"09:50:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,133,8,110,0.1
"C49","gf4","damage",2019-07-02,"09:50:00","milkweed","Other Insect","Other Insect","Other Insect",3,0,133,8,110,0.1
"C5","gf1","damage",2019-06-27,"11:00:00","milkweed","Other Insect","Other Insect","Other Insect",NA,NA,NA,NA,NA,NA
"C50","gf4","damage",2019-07-02,"09:50:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,133,8,110,0.1
"C53","gf4","control",2019-07-02,"10:38:00","milkweed","Syrphus","Syrphus","Diptera",0,0,96,55,287,0.15
"C54","gf4","control",2019-07-02,"10:38:00","milkweed","Other Insect","Other Insect","Other Insect",3,0,96,55,287,0.15
"C55","gf4","control",2019-07-02,"10:38:00","milkweed","Syrphus","Syrphus","Diptera",0,0,96,55,287,0.15
"C56","gf4","control",2019-07-02,"10:38:00","milkweed","Syrphus","Syrphus","Diptera",0,0,96,55,287,0.15
"C57","gf4","control",2019-07-02,"10:38:00","milkweed","Apis mellifera","Apis","Apis",0,0,96,55,287,0.15
"C6","gf1","damage",2019-06-27,"11:00:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,NA,NA,NA,NA
"C60","gf1","damage",2019-07-03,"09:29:00","milkweed","Apis mellifera","Apis","Apis",1,0,267,0,469,0.15
"C62","gf1","control",2019-07-03,"09:29:00","milkweed","Apis mellifera","Apis","Apis",0,0,169,7,302,0.2
"C63","gf1","control",2019-07-03,"09:29:00","milkweed","Apis mellifera","Apis","Apis",2,0,169,7,302,0.2
"C64","gf1","control",2019-07-03,"09:29:00","milkweed","Apis mellifera","Apis","Apis",2,0,169,7,302,0.2
"C65","gf1","control",2019-07-03,"09:29:00","milkweed","Apis mellifera","Apis","Apis",3,0,169,7,302,0.2
"C66","gf1","control",2019-07-03,"09:29:00","milkweed","Apis mellifera","Apis","Apis",3,0,169,7,302,0.2
"C67","gf1","damage",2019-07-03,"13:12:00","milkweed","Apis mellifera","Apis","Apis",4,0,267,0,469,0.15
"C68","gf1","damage",2019-07-03,"13:12:00","milkweed","Apis mellifera","Apis","Apis",2,0,267,0,469,0.15
"C69","gf1","damage",2019-07-03,"13:12:00","milkweed","Apis mellifera","Apis","Apis",3,0,267,0,469,0.15
"C7","gf1","damage",2019-06-27,"11:00:00","milkweed","Other Insect","Other Insect","Other Insect",NA,NA,NA,NA,NA,NA
"C70","gf1","damage",2019-07-03,"13:12:00","milkweed","Apis mellifera","Apis","Apis",3,0,267,0,469,0.15
"C74","gf1","control",2019-07-03,"14:31:00","milkweed","Apis mellifera","Apis","Apis",0,0,169,7,302,0.2
"C75","gf1","control",2019-07-03,"14:31:00","milkweed","Apis mellifera","Apis","Apis",10,0,169,7,302,0.2
"C76","gf1","control",2019-07-03,"14:31:00","milkweed","Apis mellifera","Apis","Apis",12,0,169,7,302,0.2
"C77","gf1","control",2019-07-03,"14:31:00","milkweed","Apis mellifera","Apis","Apis",10,0,169,7,302,0.2
"C78","gf1","control",2019-07-03,"14:31:00","milkweed","Apis mellifera","Apis","Apis",8,0,169,7,302,0.2
"C79","gf1","control",2019-07-03,"14:31:00","milkweed","Apis mellifera","Apis","Apis",NA,NA,169,7,302,0.2
"C8","gf1","damage",2019-06-27,"11:00:00","milkweed","Xylocopa virginica","Xylocopa","Other Bee",0,0,NA,NA,NA,NA
"C81","gf2","damage",2019-07-05,"09:36:00","milkweed","Apis mellifera","Apis","Apis",2,0,177,9,310,0.05
"C82","gf2","damage",2019-07-05,"09:36:00","milkweed","Apis mellifera","Apis","Apis",3,0,177,9,310,0.05
"C83","gf2","damage",2019-07-05,"09:36:00","milkweed","Syrphus","Syrphus","Diptera",0,0,177,9,310,0.05
"C84","gf2","damage",2019-07-05,"09:36:00","milkweed","Apis mellifera","Apis","Apis",9,0,177,9,310,0.05
"C85","gf2","damage",2019-07-05,"09:36:00","milkweed","Apis mellifera","Apis","Apis",4,0,177,9,310,0.05
"C86","gf2","damage",2019-07-05,"09:36:00","milkweed","Apis mellifera","Apis","Apis",0,0,177,9,310,0.05
"C87","gf2","damage",2019-07-05,"09:36:00","milkweed","Apis mellifera","Apis","Apis",2,0,177,9,310,0.05
"C88","gf2","control",2019-07-05,"10:30:00","milkweed","Apis mellifera","Apis","Apis",4,0,144,14,321,0.05
"C89","gf2","control",2019-07-05,"10:30:00","milkweed","Apis mellifera","Apis","Apis",1,0,144,14,321,0.05
"C9","gf1","damage",2019-06-27,"11:00:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,NA,NA,NA,NA
"C91","gf3","control",2019-07-08,"09:17:00","milkweed","Other Insect","Other Insect","Other Insect",2,0,214,58,202,0.05
"C92","gf3","control",2019-07-08,"09:17:00","milkweed","Bombus vagans","Bombus","Bombus",1,0,214,58,202,0.05
"C93","gf3","control",2019-07-08,"09:17:00","milkweed","Apis mellifera","Apis","Apis",2,0,214,58,202,0.05
"C94","gf3","damage",2019-07-08,"10:17:00","milkweed","Bombus griseocolis","Bombus","Bombus",0,1,68,26,321,0.05
"C95","gf3","damage",2019-07-08,"10:17:00","milkweed","Apis mellifera","Apis","Apis",0,0,68,26,321,0.05
"C96","gf3","damage",2019-07-08,"10:17:00","milkweed","Bombus griseocolis","Bombus","Bombus",0,0,68,26,321,0.05
"C97","gf3","damage",2019-07-08,"10:17:00","milkweed","Bombus griseocolis","Bombus","Bombus",0,0,68,26,321,0.05
"C98","gf3","control",2019-07-08,"10:44:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,214,58,202,0.05
"C99","gf3","control",2019-07-08,"10:44:00","milkweed","Apis mellifera","Apis","Apis",1,0,214,58,202,0.05
"D1","gf1","damage",2019-06-27,"10:30:00","milkweed","Other Insect","Other Insect","Other Insect",NA,NA,NA,NA,NA,NA
"D100","gf4","control",2019-07-02,"09:45:00","milkweed","Apis mellifera","Apis","Apis",0,0,96,55,287,0.15
"D101","gf4","control",2019-07-02,"09:45:00","milkweed","Apis mellifera","Apis","Apis",2,0,96,55,287,0.15
"D102","gf4","control",2019-07-02,"09:45:00","milkweed","Apis mellifera","Apis","Apis",0,0,96,55,287,0.15
"D103","gf4","control",2019-07-02,"09:45:00","milkweed","Apis mellifera","Apis","Apis",2,0,96,55,287,0.15
"D109","gf4","damage",2019-07-02,"10:45:00","milkweed","Lepidoptera","Lepidoptera","Lepidoptera",0,0,133,8,110,0.1
"D110","gf4","damage",2019-07-02,"10:45:00","milkweed","Wasp","Wasp","Wasp",NA,NA,133,8,110,0.1
"D111","gf4","damage",2019-07-02,"10:45:00","milkweed","Apis mellifera","Apis","Apis",4,0,133,8,110,0.1
"D112","gf4","damage",2019-07-02,"10:45:00","milkweed","Apis mellifera","Apis","Apis",5,0,133,8,110,0.1
"D113","gf4","damage",2019-07-02,"10:45:00","milkweed","Apis mellifera","Apis","Apis",11,0,133,8,110,0.1
"D114","gf4","damage",2019-07-02,"10:45:00","milkweed","Apis mellifera","Apis","Apis",2,0,133,8,110,0.1
"D115","gf4","damage",2019-07-02,"10:45:00","milkweed","Apis mellifera","Apis","Apis",3,0,133,8,110,0.1
"D123","gf1","control",2019-07-03,"09:15:00","milkweed","Syrphus","Syrphus","Diptera",1,0,169,7,302,0.2
"D124","gf1","control",2019-07-03,"09:15:00","milkweed","Apis mellifera","Apis","Apis",2,0,169,7,302,0.2
"D125","gf1","control",2019-07-03,"09:15:00","milkweed","Bombus vagans","Bombus","Bombus",7,0,169,7,302,0.2
"D126","gf1","control",2019-07-03,"09:15:00","milkweed","Apis mellifera","Apis","Apis",1,0,169,7,302,0.2
"D127","gf1","control",2019-07-03,"09:15:00","milkweed","Apis mellifera","Apis","Apis",2,0,169,7,302,0.2
"D128","gf1","control",2019-07-03,"09:15:00","milkweed","Apis mellifera","Apis","Apis",1,0,169,7,302,0.2
"D129","gf1","control",2019-07-03,"09:15:00","milkweed","Apis mellifera","Apis","Apis",0,0,169,7,302,0.2
"D130","gf1","control",2019-07-03,"09:15:00","milkweed","Apis mellifera","Apis","Apis",2,0,169,7,302,0.2
"D131","gf1","control",2019-07-03,"09:15:00","milkweed","Apis mellifera","Apis","Apis",4,0,169,7,302,0.2
"D132","gf1","control",2019-07-03,"09:15:00","milkweed","Apis mellifera","Apis","Apis",2,0,169,7,302,0.2
"D133","gf1","control",2019-07-03,"09:15:00","milkweed","Apis mellifera","Apis","Apis",2,0,169,7,302,0.2
"D134","gf1","control",2019-07-03,"09:15:00","milkweed","Apis mellifera","Apis","Apis",3,0,169,7,302,0.2
"D139","gf1","damage",2019-07-03,"10:30:00","milkweed","Apis mellifera","Apis","Apis",1,0,267,0,469,0.15
"D140","gf1","damage",2019-07-03,"10:30:00","milkweed","Apis mellifera","Apis","Apis",3,0,267,0,469,0.15
"D141","gf1","damage",2019-07-03,"10:30:00","milkweed","Apis mellifera","Apis","Apis",NA,NA,267,0,469,0.15
"D142","gf1","damage",2019-07-03,"10:30:00","milkweed","Other Insect","Other Insect","Other Insect",2,0,267,0,469,0.15
"D143","gf1","damage",2019-07-03,"10:30:00","milkweed","Other Insect","Other Insect","Other Insect",NA,NA,267,0,469,0.15
"D144","gf1","damage",2019-07-03,"10:30:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,267,0,469,0.15
"D145","gf1","damage",2019-07-03,"10:30:00","milkweed","Apis mellifera","Apis","Apis",0,0,267,0,469,0.15
"D146","gf1","damage",2019-07-03,"10:30:00","milkweed","Apis mellifera","Apis","Apis",1,0,267,0,469,0.15
"D147","gf1","damage",2019-07-03,"10:30:00","milkweed","Apis mellifera","Apis","Apis",1,0,267,0,469,0.15
"D148","gf1","damage",2019-07-03,"10:30:00","milkweed","Apis mellifera","Apis","Apis",NA,NA,267,0,469,0.15
"D149","gf1","damage",2019-07-03,"10:30:00","milkweed","Apis mellifera","Apis","Apis",6,0,267,0,469,0.15
"D150","gf1","damage",2019-07-03,"10:30:00","milkweed","Apis mellifera","Apis","Apis",2,0,267,0,469,0.15
"D157","gf1","control",2019-07-03,"13:10:00","milkweed","Apis mellifera","Apis","Apis",4,0,169,7,302,0.2
"D158","gf1","control",2019-07-03,"13:10:00","milkweed","Bombus vagans","Bombus","Bombus",6,1,169,7,302,0.2
"D159","gf1","control",2019-07-03,"13:10:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,169,7,302,0.2
"D160","gf1","control",2019-07-03,"13:10:00","milkweed","Apis mellifera","Apis","Apis",0,0,169,7,302,0.2
"D161","gf1","control",2019-07-03,"13:10:00","milkweed","Andrena","Andrena","Other Bee",6,0,169,7,302,0.2
"D162","gf1","control",2019-07-03,"13:10:00","milkweed","Apis mellifera","Apis","Apis",7,0,169,7,302,0.2
"D163","gf1","control",2019-07-03,"13:10:00","milkweed","Apis mellifera","Apis","Apis",4,0,169,7,302,0.2
"D164","gf1","control",2019-07-03,"13:10:00","milkweed","Apis mellifera","Apis","Apis",4,0,169,7,302,0.2
"D165","gf1","control",2019-07-03,"13:10:00","milkweed","Apis mellifera","Apis","Apis",NA,NA,169,7,302,0.2
"D166","gf1","control",2019-07-03,"13:10:00","milkweed","Apis mellifera","Apis","Apis",2,0,169,7,302,0.2
"D167","gf1","control",2019-07-03,"13:10:00","milkweed","Apis mellifera","Apis","Apis",3,0,169,7,302,0.2
"D168","gf1","control",2019-07-03,"13:10:00","milkweed","Apis mellifera","Apis","Apis",4,0,169,7,302,0.2
"D169","gf1","control",2019-07-03,"13:10:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,169,7,302,0.2
"D170","gf1","control",2019-07-03,"13:10:00","milkweed","Bombus perplexus","Bombus","Bombus",2,0,169,7,302,0.2
"D178","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",1,0,267,0,469,0.15
"D179","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",3,0,267,0,469,0.15
"D180","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",3,0,267,0,469,0.15
"D181","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",2,0,267,0,469,0.15
"D182","gf1","damage",2019-07-03,"13:30:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,267,0,469,0.15
"D183","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",3,0,267,0,469,0.15
"D184","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",10,0,267,0,469,0.15
"D185","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",6,0,267,0,469,0.15
"D186","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",1,0,267,0,469,0.15
"D187","gf1","damage",2019-07-03,"13:30:00","milkweed","Other Insect","Other Insect","Other Insect",2,0,267,0,469,0.15
"D188","gf1","damage",2019-07-03,"13:30:00","milkweed","Other Insect","Other Insect","Other Insect",6,0,267,0,469,0.15
"D189","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",4,0,267,0,469,0.15
"D190","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",5,0,267,0,469,0.15
"D191","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",7,0,267,0,469,0.15
"D192","gf1","damage",2019-07-03,"13:30:00","milkweed","Apis mellifera","Apis","Apis",1,0,267,0,469,0.15
"D193","gf1","damage",2019-07-03,"13:30:00","milkweed","Diptera","Diptera","Diptera",0,0,267,0,469,0.15
"D197","gf2","control",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",2,0,144,14,321,0.05
"D198","gf2","control",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",5,0,144,14,321,0.05
"D199","gf2","control",2019-07-05,"10:40:00","milkweed","Other Insect","Other Insect","Other Insect",2,0,144,14,321,0.05
"D2","gf1","damage",2019-06-27,"10:30:00","milkweed","Syrphus","Syrphus","Diptera",0,0,NA,NA,NA,NA
"D200","gf2","control",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",1,0,144,14,321,0.05
"D201","gf2","control",2019-07-05,"10:40:00","milkweed","Syrphus","Syrphus","Diptera",4,0,144,14,321,0.05
"D202","gf2","control",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",3,0,144,14,321,0.05
"D203","gf2","control",2019-07-05,"10:40:00","milkweed","Bombus vagans","Bombus","Bombus",1,0,144,14,321,0.05
"D204","gf2","control",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",0,0,144,14,321,0.05
"D205","gf2","control",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",0,0,144,14,321,0.05
"D207","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",4,0,177,9,310,0.05
"D208","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",1,0,177,9,310,0.05
"D209","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",3,0,177,9,310,0.05
"D21","gf1","control",2019-06-27,"13:07:00","milkweed","Apis mellifera","Apis","Apis",19,0,NA,NA,NA,NA
"D210","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",1,0,177,9,310,0.05
"D211","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",0,0,177,9,310,0.05
"D212","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",8,0,177,9,310,0.05
"D213","gf2","damage",2019-07-05,"10:40:00","milkweed","Bombus griseocolis","Bombus","Bombus",0,1,177,9,310,0.05
"D214","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",1,0,177,9,310,0.05
"D215","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",2,0,177,9,310,0.05
"D216","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",6,0,177,9,310,0.05
"D217","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",2,0,177,9,310,0.05
"D218","gf2","damage",2019-07-05,"10:40:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,177,9,310,0.05
"D219","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",3,0,177,9,310,0.05
"D22","gf1","control",2019-06-27,"13:07:00","milkweed","Apis mellifera","Apis","Apis",22,0,NA,NA,NA,NA
"D220","gf2","damage",2019-07-05,"10:40:00","milkweed","Apis mellifera","Apis","Apis",4,0,177,9,310,0.05
"D222","gf3","damage",2019-07-08,"09:15:00","milkweed","Other Insect","Other Insect","Other Insect",1,0,68,26,321,0.05
"D223","gf3","damage",2019-07-08,"09:15:00","milkweed","Diptera","Diptera","Diptera",2,0,68,26,321,0.05
"D224","gf3","damage",2019-07-08,"09:15:00","milkweed","Apis mellifera","Apis","Apis",2,0,68,26,321,0.05
"D225","gf3","damage",2019-07-08,"09:15:00","milkweed","Apis mellifera","Apis","Apis",3,0,68,26,321,0.05
"D226","gf3","damage",2019-07-08,"09:15:00","milkweed","Diptera","Diptera","Diptera",4,0,68,26,321,0.05
"D227","gf3","damage",2019-07-08,"09:15:00","milkweed","Apis mellifera","Apis","Apis",2,0,68,26,321,0.05
"D228","gf3","damage",2019-07-08,"09:15:00","milkweed","Other Insect","Other Insect","Other Insect",NA,NA,68,26,321,0.05
"D229","gf3","damage",2019-07-08,"09:15:00","milkweed","Apis mellifera","Apis","Apis",1,0,68,26,321,0.05
"D23","gf1","control",2019-06-27,"13:07:00","milkweed","Apis mellifera","Apis","Apis",10,0,NA,NA,NA,NA
"D230","gf3","damage",2019-07-08,"09:15:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,68,26,321,0.05
"D231","gf3","damage",2019-07-08,"09:15:00","milkweed","Other Insect","Other Insect","Other Insect",NA,NA,68,26,321,0.05
"D233","gf3","control",2019-07-08,"10:05:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,214,58,202,0.05
"D234","gf3","control",2019-07-08,"10:05:00","milkweed","Apis mellifera","Apis","Apis",3,0,214,58,202,0.05
"D235","gf3","control",2019-07-08,"10:05:00","milkweed","Andrena","Andrena","Other Bee",1,0,214,58,202,0.05
"D236","gf3","control",2019-07-08,"10:05:00","milkweed","Bombus vagans","Bombus","Bombus",5,0,214,58,202,0.05
"D237","gf3","control",2019-07-08,"10:05:00","milkweed","Syrphus","Syrphus","Diptera",0,0,214,58,202,0.05
"D238","gf3","damage",2019-07-08,"10:45:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,68,26,321,0.05
"D239","gf3","damage",2019-07-08,"10:45:00","milkweed","Apis mellifera","Apis","Apis",2,0,68,26,321,0.05
"D24","gf1","control",2019-06-27,"13:07:00","milkweed","Apis mellifera","Apis","Apis",15,0,NA,NA,NA,NA
"D240","gf3","damage",2019-07-08,"10:45:00","milkweed","Xylocopa virginica","Xylocopa","Other Bee",0,0,68,26,321,0.05
"D241","gf3","damage",2019-07-08,"10:45:00","milkweed","Apis mellifera","Apis","Apis",2,0,68,26,321,0.05
"D242","gf3","damage",2019-07-08,"10:45:00","milkweed","Apis mellifera","Apis","Apis",6,0,68,26,321,0.05
"D246","gf3","control",2019-07-08,"12:05:00","milkweed","Apis mellifera","Apis","Apis",1,0,214,58,202,0.05
"D247","gf3","control",2019-07-08,"12:05:00","milkweed","Other Insect","Other Insect","Other Insect",1,0,214,58,202,0.05
"D248","gf3","control",2019-07-08,"12:05:00","milkweed","Apis mellifera","Apis","Apis",2,0,214,58,202,0.05
"D249","gf3","control",2019-07-08,"12:05:00","milkweed","Apis mellifera","Apis","Apis",6,0,214,58,202,0.05
"D25","gf1","control",2019-06-27,"13:07:00","milkweed","Other Insect","Other Insect","Other Insect",NA,NA,NA,NA,NA,NA
"D250","gf3","control",2019-07-08,"12:05:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,214,58,202,0.05
"D251","gf3","control",2019-07-08,"12:05:00","milkweed","Apis mellifera","Apis","Apis",6,0,214,58,202,0.05
"D252","gf3","control",2019-07-09,"09:30:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,200,50,172,0.05
"D253","gf3","control",2019-07-09,"09:30:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,200,50,172,0.05
"D254","gf3","control",2019-07-09,"09:30:00","milkweed","Apis mellifera","Apis","Apis",3,0,200,50,172,0.05
"D255","gf3","control",2019-07-09,"09:30:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,200,50,172,0.05
"D256","gf3","control",2019-07-09,"09:30:00","milkweed","Diptera","Diptera","Diptera",0,0,200,50,172,0.05
"D257","gf3","control",2019-07-09,"09:30:00","milkweed","Apis mellifera","Apis","Apis",1,0,200,50,172,0.05
"D258","gf3","damage",2019-07-09,"10:10:00","milkweed","Diptera","Diptera","Diptera",0,0,66,24,287,0.05
"D259","gf3","damage",2019-07-09,"10:10:00","milkweed","Syrphus","Syrphus","Diptera",0,0,66,24,287,0.05
"D26","gf1","control",2019-06-27,"13:07:00","milkweed","Apis mellifera","Apis","Apis",0,0,NA,NA,NA,NA
"D260","gf3","damage",2019-07-09,"10:10:00","milkweed","Apis mellifera","Apis","Apis",7,1,66,24,287,0.05
"D261","gf3","damage",2019-07-09,"10:10:00","milkweed","Apis mellifera","Apis","Apis",2,0,66,24,287,0.05
"D262","gf3","damage",2019-07-09,"10:10:00","milkweed","Apis mellifera","Apis","Apis",20,0,66,24,287,0.05
"D263","gf3","damage",2019-07-09,"10:10:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,66,24,287,0.05
"D264","gf3","damage",2019-07-09,"10:10:00","milkweed","Apis mellifera","Apis","Apis",3,0,66,24,287,0.05
"D265","gf3","damage",2019-07-09,"10:10:00","milkweed","Other Insect","Other Insect","Other Insect",2,0,66,24,287,0.05
"D266","gf3","damage",2019-07-09,"10:10:00","milkweed","Apis mellifera","Apis","Apis",2,0,66,24,287,0.05
"D267","gf3","damage",2019-07-09,"10:10:00","milkweed","Apis mellifera","Apis","Apis",6,0,66,24,287,0.05
"D3","gf1","damage",2019-06-27,"10:30:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,NA,NA,NA,NA
"D33","gf2","damage",2019-06-28,"12:05:00","milkweed","Apis mellifera","Apis","Apis",14,0,8,13,39,0.3
"D34","gf2","damage",2019-06-28,"12:05:00","milkweed","Other Insect","Other Insect","Other Insect",0,0,8,13,39,0.3
"D35","gf2","damage",2019-06-28,"12:05:00","milkweed","Apis mellifera","Apis","Apis",3,0,8,13,39,0.3
